date,phc_id,state,district,city,latitude,longitude,medicine,medicine_category,patient_count,opd_count,ipd_count,disease_cases,mortality,opening_stock,received_quantity,dispensed_quantity,closing_stock,current_stock,daily_consumption,supply_lead_time,incoming_supply,bed_occupancy,medicine_availability,temperature,rainfall,humidity,vaccination_coverage,previous_7_day_demand,previous_30_day_demand,next_7_day_demand,future_stock_min,stock_out
2023-11-10,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,40,36,4,4,0,278,0,66,212,212,66,1,0,0.19752344421673285,1.0,17.84097062632003,1.2510080454971222,29.941080997095835,0.8937594244299807,352.0,1526.0,332.0,117.0,0
2023-11-11,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,35,31,4,7,0,212,0,48,164,164,48,4,0,0.16466864086051108,1.0,28.618425779087012,0.7719342173602539,23.231137461089865,0.6946559781967816,369.0,1547.0,329.0,117.0,0
2023-11-12,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,117,105,12,39,0,164,0,47,117,117,47,2,0,0.5145462539545483,1.0,26.80049874495476,3.0385136127637127,20.1861509767375,0.6222917712135766,366.0,1530.0,326.0,491.0,0
2023-11-13,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,53,47,6,11,0,117,700,44,773,773,44,3,700,0.3309669981964163,1.0,38.89434625100708,2.6503203791190955,34.53482564946482,0.9355135718132888,373.0,1540.0,318.0,455.0,0
2023-11-14,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,84,75,9,16,0,773,0,52,721,721,52,3,0,0.5208118643440885,1.0,38.41500799492826,3.960070321243566,21.110681353447003,0.8225750236552384,346.0,1545.0,341.0,380.0,0
2023-11-15,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,116,104,12,19,0,721,0,60,661,661,60,1,0,0.49641993844588067,1.0,35.88309606761682,2.8543914027482047,20.70991299332251,0.619618022534528,354.0,1552.0,328.0,333.0,0
2023-11-16,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,75,67,8,25,0,661,0,41,620,620,41,3,0,0.41384434996255026,1.0,34.07280796046023,0.7823241433852846,35.05135190401395,0.9145553150337702,360.0,1558.0,340.0,280.0,0
2023-11-17,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,122,109,13,32,0,620,0,40,580,580,40,5,0,0.7118662472359584,1.0,15.182543166553637,4.021180620227371,47.14377628407342,0.62180700348366,358.0,1545.0,346.0,234.0,0
2023-11-18,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,110,99,11,32,0,580,0,45,535,535,45,4,0,0.6316677468680136,1.0,31.28014295700677,0.9107881378104021,31.549407417083636,0.8747977992351542,332.0,1540.0,349.0,186.0,0
2023-11-19,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,65,58,7,13,0,535,0,44,491,491,44,4,0,0.32992046234639233,1.0,44.44896819107615,3.814362827650246,32.58082514230769,0.9452629909928516,329.0,1519.0,359.0,132.0,0
2023-11-20,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,63,56,7,16,0,491,0,36,455,455,36,1,0,0.31681946178233933,1.0,22.66117585878824,0.07785613136607639,38.164017671256175,0.9342222860958842,326.0,1510.0,386.0,132.0,0
2023-11-21,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,148,133,15,47,0,455,0,75,380,380,75,1,0,0.8459480943817632,1.0,32.70127361819212,4.985670286638383,43.57396425982686,0.7713901310631823,318.0,1497.0,369.0,132.0,0
2023-11-22,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,118,106,12,23,0,380,0,47,333,333,47,3,0,0.6579121099968821,1.0,40.84440829364334,1.8088467717389123,29.26731430167987,0.622705674974344,341.0,1519.0,365.0,132.0,0
2023-11-23,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,169,152,17,43,0,333,0,53,280,280,53,4,0,0.9136980839145454,1.0,37.58839207299367,3.8699000409791933,36.32905023549293,0.7862500094863385,328.0,1510.0,375.0,132.0,0
2023-11-24,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,145,130,15,15,0,280,0,46,234,234,46,4,0,0.8000549833413024,1.0,18.035041812133777,3.338025082936018,33.506888401986856,0.6591761990545484,340.0,1490.0,374.0,132.0,0
2023-11-25,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,132,118,14,48,0,234,0,48,186,186,48,2,0,0.8349716236186636,1.0,25.39231911836214,3.7108774786881455,38.48444688960823,0.8431446994014156,346.0,1485.0,370.0,132.0,0
2023-11-26,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,81,72,9,9,0,186,0,54,132,132,54,5,0,0.38663564628698255,1.0,33.132646431242634,2.9474631155200144,33.139319846466094,0.6904224638644062,349.0,1479.0,355.0,477.0,0
2023-11-27,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,67,60,7,22,0,132,700,63,769,769,63,3,700,0.4055694707166377,1.0,28.097976741327948,0.07614788652287874,52.89094362677843,0.9039385646973233,359.0,1491.0,332.0,437.0,0
2023-11-28,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,137,123,14,42,0,769,0,58,711,711,58,2,0,0.6759035421327854,1.0,22.40393864553651,1.4430012750081112,20.203207603495482,0.8428587964283222,386.0,1506.0,314.0,397.0,0
2023-11-29,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,72,64,8,21,0,711,0,43,668,668,43,4,0,0.3941765104486058,1.0,30.364889403029885,3.5701689974667388,22.82886505313593,0.8544371091663914,369.0,1520.0,310.0,358.0,0
2023-11-30,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,109,98,11,16,0,668,0,63,605,605,63,4,0,0.6201459764666273,1.0,42.42063848549388,1.3856355836784222,48.47329388787129,0.7001450883136144,365.0,1520.0,281.0,324.0,0
2023-12-01,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,56,50,6,19,0,605,0,45,560,560,45,3,0,0.34098781026696773,1.0,19.219314863295757,3.491570030797711,43.48125834771297,0.873961538334292,375.0,1527.0,291.0,269.0,0
2023-12-02,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,38,34,4,13,0,560,0,44,516,516,44,1,0,0.1674622955976316,1.0,33.66323221259718,0.42995323700739774,33.184738961863815,0.9170126430782668,374.0,1520.0,283.0,233.0,0
2023-12-03,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,96,86,10,13,0,516,0,39,477,477,39,3,0,0.5555897923189831,1.0,39.31686635947838,2.458838619176113,36.665799172574914,0.9077512446840582,370.0,1514.0,290.0,187.0,0
2023-12-04,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,129,116,13,18,0,477,0,40,437,437,40,4,0,0.7628403248071085,1.0,37.92831359659917,2.448352486818861,40.37563544936315,0.8403321247309237,355.0,1504.0,302.0,135.0,0
2023-12-05,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,66,59,7,12,0,437,0,40,397,397,40,5,0,0.2856631140916111,1.0,38.36373009838112,0.02016198149568882,32.78928248020085,0.8066777188734341,332.0,1493.0,310.0,135.0,0
2023-12-06,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,155,139,16,61,0,397,0,39,358,358,39,3,0,0.9050785459946344,1.0,32.04032414581481,3.3557655431307016,47.95233386699957,0.7256161279093631,314.0,1493.0,320.0,135.0,0
2023-12-07,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,130,117,13,34,0,358,0,34,324,324,34,1,0,0.7793087335757911,1.0,32.76856517436889,3.9655626969415803,36.55547490558224,0.780116113352952,310.0,1461.0,337.0,135.0,0
2023-12-08,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,93,83,10,36,0,324,0,55,269,269,55,4,0,0.489803054087427,1.0,41.96514944000472,2.5850526802736122,58.73806823578063,0.6759677839481937,281.0,1451.0,336.0,135.0,0
2023-12-09,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,59,53,6,7,0,269,0,36,233,233,36,1,0,0.3358915461300019,1.0,19.900653546421868,3.456481406090726,55.67755201963466,0.8215075633127242,291.0,1452.0,347.0,135.0,0
2023-12-10,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,91,81,10,15,0,233,0,46,187,187,46,5,0,0.5912270153771564,1.0,28.47861292495236,0.25674365759537077,57.77878977002599,0.6503381505040335,283.0,1445.0,350.0,135.0,0
2023-12-11,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,108,97,11,36,0,187,0,52,135,135,52,5,0,0.47593226431130875,1.0,35.85150746717733,2.1837611408659976,22.368101234755642,0.6471549099666101,290.0,1425.0,361.0,474.0,0
2023-12-12,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,126,113,13,47,0,135,700,48,787,787,48,2,700,0.7551509476173875,1.0,37.87754604929623,3.100235201799732,56.290710258176404,0.7240790047954393,302.0,1429.0,350.0,437.0,0
2023-12-13,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,101,90,11,23,0,787,0,49,738,738,49,5,0,0.4903105555546681,1.0,34.01989157768776,3.1565882870411577,47.132598253806,0.7118277555248275,310.0,1430.0,350.0,388.0,0
2023-12-14,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,34,30,4,12,0,738,0,51,687,687,51,1,0,0.1900255660490974,1.0,19.611464252635216,0.467496455989006,51.694554542508016,0.7135884872823456,320.0,1435.0,358.0,329.0,0
2023-12-15,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,46,41,5,15,0,687,0,54,633,633,54,3,0,0.24675392151660314,1.0,16.93457843573472,3.7401091593200992,38.62514452552318,0.7521030435525309,337.0,1434.0,375.0,258.0,0
2023-12-16,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,124,111,13,19,0,633,0,47,586,586,47,3,0,0.5301262559368155,1.0,39.84892805678412,3.2163302889821654,36.25441056091522,0.746493906806182,336.0,1428.0,388.0,198.0,0
2023-12-17,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,75,67,8,13,0,586,0,49,537,537,49,1,0,0.3350388918777595,1.0,26.05001794985513,1.244349653413933,58.509873824473175,0.6708038587200256,347.0,1434.0,392.0,145.0,0
2023-12-18,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,130,117,13,28,0,537,0,63,474,474,63,4,0,0.6201934275514425,1.0,42.480822685238756,0.13022337506997994,40.055672199575405,0.6133470462407051,350.0,1443.0,378.0,145.0,0
2023-12-19,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,120,108,12,29,0,474,0,37,437,437,37,1,0,0.5789393264798551,1.0,41.573332362314204,1.199020099709465,43.63067091990135,0.78727263494507,361.0,1461.0,390.0,145.0,0
2023-12-20,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,134,120,14,21,0,437,0,49,388,388,49,4,0,0.7342212527879153,1.0,21.55797268457773,0.20598403408751687,49.043693897029215,0.7797925311946052,350.0,1454.0,380.0,145.0,0
2023-12-21,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,149,134,15,40,0,388,0,59,329,329,59,2,0,0.6815830039662978,1.0,37.7359789168391,2.0041165669635257,42.49196931578483,0.7955804688564112,350.0,1467.0,364.0,145.0,0
2023-12-22,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,157,141,16,39,0,329,0,71,258,258,71,1,0,0.8779593226048489,1.0,25.822714632639283,4.031220610080993,28.41006427702109,0.8096769362078575,358.0,1451.0,338.0,145.0,0
2023-12-23,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,127,114,13,17,0,258,0,60,198,198,60,3,0,0.7790353427109848,1.0,41.84231170746769,4.752363846060635,57.955270150176894,0.9353399019738917,375.0,1475.0,333.0,145.0,0
2023-12-24,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,Amoxicillin 250mg,Antibiotic,50,45,5,8,0,198,0,53,145,145,53,3,0,0.2849484294782287,1.0,25.391016607539463,0.41451986276668074,53.15976515399554,0.8158824554684769,388.0,1482.0,342.0,503.0,0
2023-01-01,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,137,123,14,41,0,162,0,33,129,129,33,3,0,0.733199753575438,1.0,30.219661764170905,3.2026147848438558,40.53936704542474,0.8235455729788212,0.0,0.0,234.0,58.0,0
2023-01-02,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,49,44,5,5,0,129,0,37,92,92,37,4,0,0.2822668356047758,1.0,40.84601774800978,2.714232730823067,34.64065988733007,0.7991160930803631,33.0,33.0,230.0,58.0,0
2023-01-03,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,36,32,4,6,0,92,0,34,58,58,34,5,0,0.1794629487919763,1.0,31.925256675903928,1.1149017905012515,50.48996089100554,0.8410545778450452,70.0,70.0,227.0,251.0,0
2023-01-04,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,105,94,11,37,0,58,420,33,445,445,33,3,420,0.49644637445774725,1.0,17.06036562290361,2.9087038382015775,52.32932783811339,0.9001260319351572,104.0,104.0,229.0,216.0,0
2023-01-05,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,127,114,13,17,0,445,0,25,420,420,25,4,0,0.707948920196897,1.0,24.953627416573163,2.688467982392595,56.65786213280192,0.9185300520346342,137.0,137.0,235.0,185.0,0
2023-01-06,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,125,112,13,44,0,420,0,32,388,388,32,5,0,0.6295613967326098,1.0,33.75004805157943,4.850037306467237,54.78826027064934,0.8484933850461243,162.0,162.0,233.0,155.0,0
2023-01-07,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,126,113,13,15,0,388,0,37,351,351,37,2,0,0.6885465847096326,1.0,37.27695333178025,1.431666867250006,55.390204977813475,0.621948181029801,194.0,194.0,234.0,117.0,0
2023-01-08,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,34,30,4,9,0,351,0,36,315,315,36,5,0,0.1931191248125897,1.0,43.656624233947184,2.784336754657544,54.42689863015041,0.6329594631688601,231.0,231.0,224.0,91.0,0
2023-01-09,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,39,35,4,8,0,315,0,33,282,282,33,3,0,0.21259474720582616,1.0,27.851904379980716,0.8618422353893551,40.26741600088306,0.6661398420195461,234.0,267.0,215.0,67.0,0
2023-01-10,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,144,129,15,41,0,282,0,31,251,251,31,1,0,0.7290093118579714,1.0,15.487792068287899,1.5067120479956526,23.009401957063066,0.8776164161796525,230.0,300.0,203.0,67.0,0
2023-01-11,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,102,91,11,12,0,251,0,35,216,216,35,5,0,0.5608566730565536,1.0,19.415472445280912,3.861580250652192,27.33829567592386,0.6712537330734227,227.0,331.0,209.0,67.0,0
2023-01-12,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,33,29,4,6,0,216,0,31,185,185,31,3,0,0.1885164425071415,1.0,28.15927169755131,0.4244836637113747,45.184931026033695,0.9441099594983816,229.0,366.0,206.0,67.0,0
2023-01-13,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,155,139,16,17,0,185,0,30,155,155,30,3,0,0.9354819302733276,1.0,33.96642151734627,2.072096677759853,58.51827477526351,0.9070376719570148,235.0,397.0,211.0,67.0,0
2023-01-14,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,61,54,7,18,0,155,0,38,117,117,38,1,0,0.3538337836853751,1.0,32.44859844857621,4.382077788739761,55.79084652784172,0.9173403195037946,233.0,427.0,209.0,67.0,0
2023-01-15,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,87,78,9,34,0,117,0,26,91,91,26,5,0,0.40028470180880715,1.0,26.869224809301276,4.680685406121169,27.61006391733533,0.9412936584255557,234.0,465.0,221.0,67.0,0
2023-01-16,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,133,119,14,13,0,91,0,24,67,67,24,4,0,0.7935202215562087,1.0,27.33988717674447,3.9559638535635147,39.211828076677975,0.7895488252549139,224.0,491.0,216.0,271.0,0
2023-01-17,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,100,90,10,26,0,67,420,19,468,468,19,2,420,0.5476597922383124,1.0,25.468651257447263,3.520587317415856,55.055007022263176,0.6016854853167782,215.0,515.0,215.0,253.0,0
2023-01-18,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,55,49,6,10,0,468,0,41,427,427,41,3,0,0.2584661236426669,1.0,29.52434012934453,1.3469244140537218,22.434836583409115,0.6773847253028895,203.0,534.0,209.0,218.0,0
2023-01-19,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,144,129,15,43,0,427,0,28,399,399,28,1,0,0.8923233068841752,1.0,17.91234766235947,1.310034110260407,34.90037118799454,0.9265929346288062,209.0,575.0,212.0,187.0,0
2023-01-20,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,61,54,7,10,0,399,0,35,364,364,35,4,0,0.3488657601971134,1.0,20.98921861569876,4.628550023955832,51.80342497161014,0.7953000421801575,206.0,603.0,210.0,154.0,0
2023-01-21,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,182,163,19,40,0,364,0,36,328,328,36,3,0,1.0,1.0,23.473204399051426,3.703932203304714,31.89757937195537,0.8545725395851324,211.0,638.0,216.0,112.0,0
2023-01-22,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,52,46,6,20,0,328,0,38,290,290,38,3,0,0.282828660488244,1.0,16.022414269595657,3.03427996064005,46.11812941349797,0.7828826486640803,209.0,674.0,208.0,82.0,0
2023-01-23,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,118,106,12,18,0,290,0,19,271,271,19,5,0,0.5184756049294073,1.0,40.74780638768327,2.0593128114522874,33.51023948198484,0.8607613004767042,221.0,712.0,211.0,82.0,0
2023-01-24,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,47,42,5,17,0,271,0,18,253,253,18,3,0,0.288543357956674,1.0,34.77341133134587,1.3428666923808503,27.718127174921108,0.859567221896967,216.0,731.0,234.0,82.0,0
2023-01-25,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,129,116,13,50,0,253,0,35,218,218,35,3,0,0.5641719071305918,1.0,15.450743021038885,3.372431093636731,23.309562723459955,0.7598447011920797,215.0,749.0,231.0,82.0,0
2023-01-26,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,148,133,15,42,0,218,0,31,187,187,31,5,0,0.8146667133211336,1.0,28.189197619627528,1.0924474844091163,30.549371135593223,0.6427492335808402,209.0,784.0,243.0,82.0,0
2023-01-27,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,97,87,10,37,0,187,0,33,154,154,33,4,0,0.45005254834455,1.0,15.84070433761784,0.3048737272396884,41.44164168067796,0.9103707323588144,212.0,815.0,238.0,82.0,0
2023-01-28,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,116,104,12,42,0,154,0,42,112,112,42,5,0,0.4976993376737793,1.0,36.612005216097444,0.10880154315310864,34.0585837078288,0.8667033369190282,210.0,848.0,233.0,82.0,0
2023-01-29,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,89,80,9,33,0,112,0,30,82,82,30,4,0,0.39344765593216535,1.0,29.00216587847504,1.0757598100824288,46.51366541507397,0.7261746267092658,216.0,890.0,240.0,262.0,0
2023-01-30,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,68,61,7,26,0,82,420,22,480,480,22,1,420,0.3833192310762343,1.0,27.377196225363743,1.6598425324282917,41.401729879060596,0.8460048269862375,208.0,920.0,257.0,223.0,0
2023-01-31,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,128,115,13,31,0,480,0,41,439,439,41,1,0,0.5668876058087875,1.0,42.183218112202354,3.2296674150649647,25.794748030903783,0.6311233352327975,211.0,942.0,242.0,197.0,0
2023-02-01,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,119,107,12,43,0,439,0,32,407,407,32,5,0,0.584850278381979,1.0,42.720912426470846,0.22623712149187458,28.407590496016123,0.6879625421128915,234.0,950.0,236.0,171.0,0
2023-02-02,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,119,107,12,35,0,407,0,43,364,364,43,1,0,0.5589558100912271,1.0,32.28062128159931,0.36672028105590504,51.46689070558903,0.6379973581280339,231.0,945.0,222.0,142.0,0
2023-02-03,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,84,75,9,23,0,364,0,28,336,336,28,4,0,0.40300009347746646,1.0,16.364833314729047,1.8892917333272834,54.321405130552506,0.6432395860903911,243.0,954.0,216.0,120.0,0
2023-02-04,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,134,120,14,28,0,336,0,37,299,299,37,4,0,0.7991760960607989,1.0,39.49892450955119,2.0710953325985235,38.885908266701136,0.8941081081994682,238.0,949.0,213.0,86.0,0
2023-02-05,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,161,144,17,62,0,299,0,37,262,262,37,4,0,0.8659811836817689,1.0,20.35404911363826,1.539437321757412,42.3791816749303,0.7385691077497034,233.0,961.0,206.0,86.0,0
2023-02-06,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,39,35,4,7,0,262,0,39,223,223,39,2,0,0.1791916435351749,1.0,18.254685074131586,1.166142842739727,42.83457341424236,0.934884197599338,240.0,966.0,204.0,86.0,0
2023-02-07,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,32,28,4,5,0,223,0,26,197,197,26,2,0,0.2318522826277608,1.0,18.576870495323092,2.4418376172193823,23.306762480821533,0.791386870109501,257.0,968.0,212.0,86.0,0
2023-02-08,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,96,86,10,13,0,197,0,26,171,171,26,3,0,0.47509347727904844,1.0,21.951320791241585,1.4831971983124592,28.852951760849706,0.8849554056988009,242.0,958.0,211.0,86.0,0
2023-02-09,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,32,28,4,5,0,171,0,29,142,142,29,4,0,0.18816329329393977,1.0,27.656712924484104,1.2717733659047115,27.599085773951323,0.7592920310284987,236.0,951.0,225.0,86.0,0
2023-02-10,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,34,30,4,8,0,142,0,22,120,120,22,4,0,0.1662348929666035,1.0,23.63357219990997,1.293662327783633,58.30201695858727,0.8914265557118841,222.0,949.0,240.0,86.0,0
2023-02-11,PHC-006,Karnataka,Bengaluru,Bengaluru,11.854916867602958,71.93432753666929,IV Fluids (NS),IV Fluid,54,48,6,20,0,120,0,34,86,86,34,1,0,0.32399973017984535,1.0,41.388436174759605,1.1196858107220853,41.21832711982783,0.7255448754448207,216.0,936.0,226.0,280.0,0
